"","end_step","forecast_MSE","persistence_MSE","percent_improvement","start_step","forecast_horizon","method"
"687",25,0.030818245028985,0.0434746558083441,29.1121586681543,18,35,"rigid"
"688",26,0.0330849101117365,0.0462384038687029,28.4471189669881,18,40,"rigid"
"689",27,0.0325666497503105,0.0466450032230632,30.1819112444434,18,45,"rigid"
"690",28,0.035701700498051,0.050657943837505,29.523984209523,18,50,"rigid"
"691",20,0.00304920101384555,0.00375371432479661,18.7684317449817,19,5,"rigid"
"692",21,0.00427674539212706,0.00550737930320024,22.3451816793894,19,10,"rigid"
"693",22,0.0107248825161648,0.0163181561119221,34.276382438031,19,15,"rigid"
"694",23,0.0150738143857613,0.0226184092053591,33.3559922410911,19,20,"rigid"
"695",24,0.0239766700066775,0.0344453186068075,30.3920794568035,19,25,"rigid"
"696",25,0.0262673636577043,0.0384326721878695,31.6535589060731,19,30,"rigid"
"697",26,0.0285694675399887,0.0417705839879408,31.603858954338,19,35,"rigid"
"698",27,0.0279089722206074,0.0422045321081931,33.8720966054982,19,40,"rigid"
"699",28,0.0309846885932785,0.0464847177543604,33.344354682304,19,45,"rigid"
"700",29,0.0337686231364949,0.0506342563301714,33.308740793388,19,50,"rigid"
"701",21,0.00223961810297897,0.00112581749224327,-98.93260838543,20,5,"rigid"
"702",22,0.00759930380193426,0.0103382817588383,26.493551063865,20,10,"rigid"
"703",23,0.0119342070574959,0.0169473948863197,29.5808757773774,20,15,"rigid"
"704",24,0.0206880623134282,0.0288268817589755,28.2334368094225,20,20,"rigid"
"705",25,0.0226365577881948,0.0327859266062617,30.956480016424,20,25,"rigid"
"706",26,0.0250657143218916,0.0365322021625078,31.3873436635691,20,30,"rigid"
"707",27,0.0244417303496972,0.0369311865440024,33.818182850487,20,35,"rigid"
"708",28,0.0277465754454575,0.0415657459017322,33.2465354740544,20,40,"rigid"
"709",29,0.030707900539882,0.0458861719708126,33.0780947266319,20,45,"rigid"
"710",30,0.0376499603758951,0.0539461458747058,30.2082479379711,20,50,"rigid"
"711",22,0.0070549775939183,0.0085874829979095,17.8458042288324,21,5,"rigid"
"712",23,0.012001792522076,0.0151605086324024,20.8351592081504,21,10,"rigid"
"713",24,0.0214808088171207,0.0272452029977911,21.157464604458,21,15,"rigid"
"714",25,0.0238717497313406,0.0311513240882727,23.3684267683266,21,20,"rigid"
"715",26,0.0262737033532943,0.0348207658946117,24.5458775007588,21,25,"rigid"
"716",27,0.0258198023024744,0.0351938965106008,26.6355679181552,21,30,"rigid"
"717",28,0.0289940306696059,0.0398204908625252,27.1881635771297,21,35,"rigid"
"718",29,0.0316946922850024,0.0440849106760663,28.1053498828807,21,40,"rigid"
"719",30,0.037789262605378,0.0521425095800046,27.5269585032223,21,45,"rigid"
"720",31,0.0428925333814541,0.0595031874261167,27.9155701789717,21,50,"rigid"
"721",23,0.00300566700668707,0.00380361312829583,20.9786351738216,22,5,"rigid"
"722",24,0.0105817784331972,0.0166317224411588,36.3759317735471,22,10,"rigid"
"723",25,0.013045847047551,0.021609786034774,39.6299110664126,22,15,"rigid"
"724",26,0.0158015069574126,0.0263256878602561,39.9768505906044,22,20,"rigid"
"725",27,0.0149494536888825,0.0266996109691804,44.0087209280363,22,25,"rigid"
"726",28,0.0182966732955714,0.0321241215151478,43.0438174412216,22,30,"rigid"
"727",29,0.021504766528394,0.0371422901079116,42.1016677595405,22,35,"rigid"
"728",30,0.0301586089247408,0.0473354027948127,36.2874146112775,22,40,"rigid"
"729",31,0.0367613351276848,0.0553512794226582,33.5853922237677,22,45,"rigid"
"730",32,0.0412777523627318,0.0599890875401064,31.1912315133396,22,50,"rigid"
"731",24,0.00934473321560654,0.0110344217957841,15.3128873578415,23,5,"rigid"
"732",25,0.013316682841004,0.016878695399347,21.1036011615023,23,10,"rigid"
"733",26,0.0174142415976507,0.0224153997536456,22.3112601647069,23,15,"rigid"
"734",27,0.0189346421508409,0.0229024978573479,17.3249910608942,23,20,"rigid"
"735",28,0.0213650943573311,0.0288665571282628,25.986690195164,23,25,"rigid"
"736",29,0.028239102904624,0.0340021057374459,16.9489586242748,23,30,"rigid"
"737",30,0.0327463950103766,0.0451029546952876,27.3963419212578,23,35,"rigid"
"738",31,0.044222384547616,0.0534869026583506,17.3210966615733,23,40,"rigid"
"739",32,0.0439536668308092,0.0586396720216056,25.0444872634781,23,45,"rigid"
"740",33,0.0537749698665486,0.0647299673319546,16.924151080172,23,50,"rigid"
"741",25,0.00423883156624666,0.00398581739713106,-6.3478615276686,24,5,"rigid"
"742",26,0.00831180682015279,0.00995590551257899,16.5138036951931,24,10,"rigid"
"743",27,0.00958713193232173,0.0106904161181494,10.3203109554791,24,15,"rigid"
"744",28,0.0146295683590206,0.0178065828790412,17.8417978429765,24,20,"rigid"
"745",29,0.0177163285125477,0.0243032777329874,27.1031310788959,24,25,"rigid"
"746",30,0.0280999380559455,0.0359362354206284,21.8061165087554,24,30,"rigid"
"747",31,0.0321120549546686,0.0454682471486644,29.3747681768465,24,35,"rigid"
"748",32,0.0411605017096338,0.0512753415309295,19.726518672127,24,40,"rigid"
"749",33,0.0425507930140024,0.0585976419117797,27.3848031665442,24,45,"rigid"
"750",34,0.0538887161475006,0.0672010219552118,19.8096776215451,24,50,"rigid"
"751",26,0.00439276084020947,0.00400866058660167,-9.58176042370865,25,5,"rigid"
"752",27,0.00588330413909323,0.00464059494145474,-26.7790921921948,25,10,"rigid"
"753",28,0.0106581373155509,0.0119724441409456,10.9777653578672,25,15,"rigid"
"754",29,0.0151767174926096,0.0190527590247569,20.3437283131062,25,20,"rigid"
"755",30,0.0220453217683737,0.0310777253852149,29.0639147649408,25,25,"rigid"
"756",31,0.0306785128780731,0.0412296608618293,25.5911587997671,25,30,"rigid"
"757",32,0.0325732430126683,0.047690446484108,31.6985991659299,25,35,"rigid"
"758",33,0.0411041844609905,0.0556620006124624,26.1539578011727,25,40,"rigid"
"759",34,0.040658922630363,0.0641579031664346,36.6267901167404,25,45,"rigid"
"760",35,0.0496941216810984,0.0717812931823942,30.7700941597317,25,50,"rigid"
"761",27,0.00300660681179901,0.000568959354338339,-428.439648434199,26,5,"rigid"
"762",28,0.00680972364042735,0.00580904481559385,-17.2262197417941,26,10,"rigid"
"763",29,0.0115797856206105,0.012855845987123,9.92591516568108,26,15,"rigid"
"764",30,0.0190480757535978,0.0251480311056759,24.256194556326,26,20,"rigid"
"765",31,0.025778278623709,0.0360004303671426,28.3945265075591,26,25,"rigid"
"766",32,0.0311991890853527,0.0431008384904402,27.6134985349005,26,30,"rigid"
"767",33,0.0346781598425615,0.0518217251114422,33.0818112133736,26,35,"rigid"
"768",34,0.041071755280157,0.0607351201412398,32.3756087340497,26,40,"rigid"
"769",35,0.0428014884178884,0.0686975214374628,37.6957311962823,26,45,"rigid"
"770",36,0.0471322315270838,0.0718596550200069,34.4107183454173,26,50,"rigid"
"771",28,0.00571693265874671,0.00499049046946706,-14.5565289368688,27,5,"rigid"
"772",29,0.0107721700184971,0.0120084066354426,10.2947597835064,27,10,"rigid"
"773",30,0.0200349053352565,0.0242624217517127,17.4241320990876,27,15,"rigid"
"774",31,0.0277195702475796,0.0353115709750557,21.5000367240504,27,20,"rigid"
"775",32,0.0321108433518576,0.0424886340839494,24.4248631565497,27,25,"rigid"
"776",33,0.0377528949071691,0.0511633732023254,26.2110909734676,27,30,"rigid"
"777",34,0.0412280006873234,0.0599513319821225,31.2308845788153,27,35,"rigid"
"778",35,0.0471574901551214,0.067853837031644,30.5013655555997,27,40,"rigid"
"779",36,0.0470625059470836,0.0709913843704103,33.7067358744175,27,45,"rigid"
"780",37,0.0520710889260674,0.0765748617386576,31.9997610915957,27,50,"rigid"
"781",29,0.0047544566172708,0.00462704741652536,-2.75357456442746,28,5,"rigid"
"782",30,0.0131697077988931,0.0171568774816619,23.2394833327362,28,10,"rigid"
"783",31,0.0215945509203216,0.0290547904394582,25.6764526823264,28,15,"rigid"
"784",32,0.0267806897171111,0.0370387660753209,27.6955132288944,28,20,"rigid"
"785",33,0.0325965049066452,0.046748035217141,30.2719253221298,28,25,"rigid"
"786",34,0.0386893545777407,0.0563794802203053,31.3768867209127,28,30,"rigid"
"787",35,0.0428229060840613,0.0644631528307286,33.5699477862829,28,35,"rigid"
"788",36,0.0444474777470089,0.0675674302108571,34.217599206745,28,40,"rigid"
"789",37,0.0467491186110342,0.0741378513397509,36.9429815320686,28,45,"rigid"
"790",38,0.0515395572885479,0.0794780436996263,35.1524586043752,28,50,"rigid"
"791",30,0.00925357412281672,0.0109632262475416,15.5944252733835,29,5,"rigid"
"792",31,0.0169592810473126,0.0226042942314074,24.9731892812269,29,10,"rigid"
"793",32,0.0223989982906262,0.0311845873427665,28.1728565318925,29,15,"rigid"
"794",33,0.0281069127302893,0.0412880052624008,31.9247501746347,29,20,"rigid"
"795",34,0.0341543668987696,0.0523446765563999,34.751021219953,29,25,"rigid"
"796",35,0.0390438602108486,0.060407704165936,35.3660915442215,29,30,"rigid"
"797",36,0.0394146521940905,0.0630532403214689,37.489886335516,29,35,"rigid"
"798",37,0.0438271532585405,0.0702474802505911,37.6103554146033,29,40,"rigid"
"799",38,0.0469108109059059,0.0765965926066585,38.7560081858942,29,45,"rigid"
"800",39,0.0574656213082712,0.0872593192628429,34.1438578781792,29,50,"rigid"
"801",4,0.00156991118987968,0.00178731806229964,12.163860311479,3,5,"rigid"
"802",5,0.00314019432804694,0.00446979858420147,29.7464020158319,3,10,"rigid"
"803",6,0.00367575637887039,0.00601439851877624,38.8840568612951,3,15,"rigid"
"804",7,0.00499940190897395,0.00803086723338832,37.7476707846826,3,20,"rigid"
"805",8,0.00707591869493538,0.0105209559235283,32.7445267676553,3,25,"rigid"
"806",9,0.00928338397158336,0.0128222526945642,27.5994305156775,3,30,"rigid"
"807",10,0.0107704298938355,0.0141684620676124,23.9830699871404,3,35,"rigid"
"808",11,0.0118984378572857,0.014892473299745,20.1043532675703,3,40,"rigid"
"809",12,0.0123449273139501,0.0156322026023999,21.0288682411602,3,45,"rigid"
"810",13,0.0128072650008472,0.016235822572358,21.1172397100967,3,50,"rigid"
"811",31,0.00796332144728038,0.00896602798172906,11.183397335944,30,5,"rigid"
"812",32,0.014532125934101,0.0188336536343565,22.8395816540268,30,10,"rigid"
"813",33,0.022139112193461,0.0314964228508858,29.7091218952872,30,15,"rigid"
"814",34,0.0308106977267152,0.0461440015997902,33.2292461457107,30,20,"rigid"
"815",35,0.0360364689950938,0.0556756629907613,35.2742885144024,30,25,"rigid"
"816",36,0.0376998915135414,0.0589065729121466,36.0005350001144,30,30,"rigid"
"817",37,0.0404317274653264,0.0656038966914777,38.3699299822556,30,35,"rigid"
"818",38,0.0452470702524511,0.0718918779069099,37.0623336463129,30,40,"rigid"
"819",39,0.0550127917593676,0.0844640195657507,34.8683711215719,30,45,"rigid"
"820",40,0.0609192792533389,0.0903177343371988,32.5500360472968,30,50,"rigid"
"821",32,0.00606574827122616,0.00581876939025732,-4.24452086694432,31,5,"rigid"
"822",33,0.0133465490869445,0.0177759149073345,24.9177937871562,31,10,"rigid"
"823",34,0.0226749062187481,0.0353235472311334,35.8079581578293,31,15,"rigid"
"824",35,0.0284088341798002,0.0467314635851305,39.2083363106145,31,20,"rigid"
"825",36,0.0297102779759322,0.0514937047912544,42.3030871513867,31,25,"rigid"
"826",37,0.0341835686122166,0.0589469148430278,42.0095713181165,31,30,"rigid"
"827",38,0.0372594004646055,0.0649177198769851,42.6051923339117,31,35,"rigid"
"828",39,0.0482102176113141,0.0780902878146881,38.2634909404878,31,40,"rigid"
"829",40,0.0512031398092972,0.0844400225757724,39.3615275702349,31,45,"rigid"
"830",41,0.0585094747539659,0.0940449505780595,37.7856286867824,31,50,"rigid"
"831",33,0.00731684189268684,0.00809537553393418,9.61701699919778,32,5,"rigid"
"832",34,0.0186887604576006,0.0273591540989167,31.6910150436979,32,10,"rigid"
"833",35,0.0259053781154326,0.0405217816404403,36.0704858801684,32,15,"rigid"
"834",36,0.0285892704309747,0.0468913878531225,39.0308716804786,32,20,"rigid"
"835",37,0.033816731305972,0.0554137441522029,38.9741086379422,32,25,"rigid"
"836",38,0.0383791611549342,0.061612922968109,37.7092348389325,32,30,"rigid"
"837",39,0.0484117406485509,0.0752867772530482,35.6968880659707,32,35,"rigid"
"838",40,0.0528627835034883,0.081676490788285,35.2778467912943,32,40,"rigid"
"839",41,0.0581110581659424,0.0917981163074144,36.6968947692352,32,45,"rigid"
"840",42,0.0642112867078693,0.0995356423993424,35.4891522674359,32,50,"rigid"
"841",34,0.0104744676984923,0.014501314819023,27.7688414518676,33,5,"rigid"
"842",35,0.0182056666605555,0.0287217097573273,36.6135692673692,33,10,"rigid"
"843",36,0.0216920381935294,0.0365704359337037,40.6842230897833,33,15,"rigid"
"844",37,0.0278581493828976,0.0468385047079215,40.52297451292,33,20,"rigid"
"845",38,0.0326309336721712,0.0538774347827285,39.4348788063834,33,25,"rigid"
"846",39,0.0443852317585861,0.0691129403803878,35.7786956910008,33,30,"rigid"
"847",40,0.0480671009106163,0.0756350714591681,36.4486606764621,33,35,"rigid"
"848",41,0.0542334009355062,0.0858384444441391,36.8192174419009,33,40,"rigid"
"849",42,0.0596123838746236,0.0937640767615164,36.4230034214016,33,45,"rigid"
"850",43,0.0644652772098042,0.0996736754533805,35.3236680431675,33,50,"rigid"
"851",35,0.00779202438726157,0.0104769212311369,25.6267732155505,34,5,"rigid"
"852",36,0.0134531801139737,0.0204966786806439,34.3640971125815,34,10,"rigid"
"853",37,0.0216363370077738,0.0339880198597773,36.3412840846927,34,15,"rigid"
"854",38,0.0276961381595819,0.0425438136124956,34.8997285202301,34,20,"rigid"
"855",39,0.0406683326742921,0.060643590468088,32.9387782610058,34,25,"rigid"
"856",40,0.0451780133004731,0.0673166128937979,32.8872749855252,34,30,"rigid"
"857",41,0.0517039140469707,0.0776111109151216,33.3807834505603,34,35,"rigid"
"858",42,0.0578772774799366,0.0859364220009607,32.6510504716037,34,40,"rigid"
"859",43,0.0639690039542634,0.0930508431474517,31.2537084130492,34,45,"rigid"
"860",44,0.0686719574651059,0.098610642331263,30.360500812462,34,50,"rigid"
"861",36,0.00613823907667355,0.0072447824751952,15.2736593860513,35,5,"rigid"
"862",37,0.0149401329157157,0.0215659237004366,30.7234268133236,35,10,"rigid"
"863",38,0.0217635211190076,0.0322434524343891,32.5025098869504,35,15,"rigid"
"864",39,0.0360808342150008,0.0539673517611111,33.1432189322273,35,20,"rigid"
"865",40,0.0411650363778264,0.0618872805006889,33.4838499207148,35,25,"rigid"
"866",41,0.0485581302292465,0.0726474647998042,33.1592226059658,35,30,"rigid"
"867",42,0.0551467973116648,0.0813559097312814,32.2153762476326,35,35,"rigid"
"868",43,0.0613239395093991,0.0889009659172538,31.0199401359964,35,40,"rigid"
"869",44,0.0664588729041844,0.0950089351068129,30.0498707521891,35,45,"rigid"
"870",45,0.0697767607179237,0.100004255058429,30.2262081976858,35,50,"rigid"
"871",37,0.00771451816133046,0.00930999623641135,17.1372580027582,36,5,"rigid"
"872",38,0.0142718301299158,0.0200712624567429,28.8942080216723,36,10,"rigid"
"873",39,0.0280067382932991,0.044197306791754,36.6324775732163,36,15,"rigid"
"874",40,0.0334178961494387,0.0533893380095388,37.4071726765594,36,20,"rigid"
"875",41,0.0410031322771912,0.0647782347760997,36.7023006741154,36,25,"rigid"
"876",42,0.047586163254263,0.0744182660273102,36.0558021644851,36,30,"rigid"
"877",43,0.0545604808678173,0.0833967760186672,34.5772301130625,36,35,"rigid"
"878",44,0.0590224700213011,0.0904098714575509,34.7167858224273,36,40,"rigid"
"879",45,0.063588382913266,0.0955652913827158,33.4607973321507,36,45,"rigid"
"880",46,0.0675685502230966,0.103858381282047,34.9416490137646,36,50,"rigid"
"881",38,0.00636402526325962,0.0068648999850154,7.29616925008498,37,5,"rigid"
"882",39,0.0213880172631035,0.0334450869063885,36.0503462796562,37,10,"rigid"
"883",40,0.0267037134108534,0.0435950156576868,38.7459483429616,37,15,"rigid"
"884",41,0.0340264054344933,0.0560394161523207,39.2812991805515,37,20,"rigid"
"885",42,0.0405791527483625,0.0662580398594572,38.755881045626,37,25,"rigid"
"886",43,0.0466309716090385,0.0755494736306444,38.277569163468,37,30,"rigid"
"887",44,0.0518560290942705,0.0833983940931392,37.8213098008124,37,35,"rigid"
"888",45,0.055188971858283,0.0897112977241692,38.4815811850478,37,40,"rigid"
"889",46,0.061185668219519,0.0989780088596051,38.1825630516497,37,45,"rigid"
"890",47,0.0690129212172123,0.109280496269578,36.8479064672548,37,50,"rigid"
"891",39,0.0181729474814061,0.0237745955558746,23.5614862986991,38,5,"rigid"
"892",40,0.0248840903132385,0.0348070293697618,28.5084341760685,38,10,"rigid"
"893",41,0.0338020481561249,0.0491383761350537,31.2104900185913,38,15,"rigid"
"894",42,0.0411548644553553,0.0601633523247714,31.5947950619593,38,20,"rigid"
"895",43,0.0483418048374343,0.0702621460823537,31.1979386727339,38,25,"rigid"
"896",44,0.054123257053851,0.0784706390425242,31.0273782471416,38,30,"rigid"
"897",45,0.0583011026757249,0.08540736516251,31.7376170488439,38,35,"rigid"
"898",46,0.0640414113542879,0.0954843813240052,32.9299614593747,38,40,"rigid"
"899",47,0.0722481802508314,0.106094617497787,31.9021247686403,38,45,"rigid"
"900",48,0.072452684786614,0.107461245581452,32.5778475816222,38,50,"rigid"
"901",40,0.00791395735088914,0.00720178501005541,-9.88883089177707,39,5,"rigid"
"902",41,0.0183352396946005,0.0220596043127558,16.88318867987,39,10,"rigid"
"903",42,0.0276050237968869,0.0354336231191416,22.0937026279586,39,15,"rigid"
"904",43,0.0367480705502675,0.0487413919344728,24.606029717676,39,20,"rigid"
"905",44,0.0445897326567614,0.0598598648560512,25.5098006586064,39,25,"rigid"
"906",45,0.0502972660301619,0.0687895497229618,26.8824025848031,39,30,"rigid"
"907",46,0.0576681933580002,0.0811187533919226,28.9089255608032,39,35,"rigid"
"908",47,0.0667577908901489,0.0936108709308732,28.6858564328003,39,40,"rigid"
"909",48,0.0682037267172553,0.0953467877536119,28.4677246877972,39,45,"rigid"
"910",49,0.0805030621749006,0.112641892085741,28.5318626274288,39,50,"rigid"
"911",5,0.00205185524111107,0.00216542928558899,5.2448743181669,4,5,"rigid"
"912",6,0.00296866619286675,0.00450370294477979,34.0838809915802,4,10,"rigid"
"913",7,0.00424224951416716,0.00708066038528369,40.0868099395903,4,15,"rigid"
"914",8,0.00626835981577727,0.00957221780704349,34.5150732867273,4,20,"rigid"
"915",9,0.00864532287563567,0.0119900070695579,27.8955981803731,4,25,"rigid"
"916",10,0.0101127956677583,0.0133557739356734,24.2814701980927,4,30,"rigid"
"917",11,0.0116101242636935,0.014326910159066,18.9628179782599,4,35,"rigid"
"918",12,0.0121314214142086,0.0150802294845003,19.5541326033704,4,40,"rigid"
"919",13,0.0127985743586132,0.0158428006885724,19.2152031058185,4,45,"rigid"
"920",14,0.0151971735050612,0.0181602582396171,16.3163138731794,4,50,"rigid"
"921",41,0.0114820054123522,0.0107362717504596,-6.94592759223508,40,5,"rigid"
"922",42,0.022391452804888,0.0231630380367569,3.33110549075854,40,10,"rigid"
"923",43,0.0331505358620241,0.0372191430866189,10.93149085976,40,15,"rigid"
"924",44,0.0423684055436887,0.0492869147951019,14.0372130821643,40,20,"rigid"
"925",45,0.0486774147124522,0.0593041858823453,17.9190912273473,40,25,"rigid"
"926",46,0.0574645995505138,0.0725857207941966,20.8320880170852,40,30,"rigid"
"927",47,0.0670191843839371,0.0860256483198685,22.0939502429087,40,35,"rigid"
"928",48,0.069187489030494,0.0877626838924351,21.1652538847917,40,40,"rigid"
"929",49,0.0816262356604812,0.106553907037538,23.3944226637089,40,45,"rigid"
"930",50,0.086031317244571,0.112949130001102,23.831801764448,40,50,"rigid"
"931",42,0.0100426736233513,0.00822590750600244,-22.0859050022523,41,5,"rigid"
"932",43,0.0221836616623935,0.0220441912752938,-0.6326854333548,41,10,"rigid"
"933",44,0.0326804747141407,0.034770591812288,6.01116342635451,41,15,"rigid"
"934",45,0.0396222883329355,0.0460098516203345,13.8830338774142,41,20,"rigid"
"935",46,0.0499801570061548,0.0610501365496474,18.1326040679536,41,25,"rigid"
"936",47,0.0602664337416973,0.0759141528443511,20.6123871720426,41,30,"rigid"
"937",48,0.0633819420219713,0.0781538396900565,18.9010517290868,41,35,"rigid"
"938",49,0.075494472606881,0.0985182603381879,23.3700713474559,41,40,"rigid"
"939",50,0.0818591019182627,0.106093520782807,22.8425060133096,41,45,"rigid"
"940",51,0.0859282345239137,0.114396574520391,24.885657735672,41,50,"rigid"
"941",43,0.0116690732945572,0.010182324942638,-14.6012660202346,42,5,"rigid"
"942",44,0.0240126614231377,0.0229315154891925,-4.71467284599992,42,10,"rigid"
"943",45,0.0329233621284035,0.0354404040947722,7.10218190412781,42,15,"rigid"
"944",46,0.0449803074786309,0.0520963064830444,13.6593157649853,42,20,"rigid"
"945",47,0.0560155999265393,0.0675447889757612,17.0689541325819,42,25,"rigid"
"946",48,0.060056032435915,0.0701122958419488,14.3430810320393,42,30,"rigid"
"947",49,0.0726048296128156,0.0913151539738708,20.4898349800835,42,35,"rigid"
"948",50,0.0801185810031376,0.100055234424423,19.9256476045183,42,40,"rigid"
"949",51,0.0848608592482149,0.109045055688717,22.1781687282907,42,45,"rigid"
"950",52,0.0949838732227188,0.128106009476704,25.855255650601,42,50,"rigid"
"951",44,0.0106614903179049,0.00812284181833599,-31.2532061604142,43,5,"rigid"
"952",45,0.020880919906481,0.0206655692205347,-1.04207478462433,43,10,"rigid"
"953",46,0.0341729180946739,0.0381170328122038,10.3473812795501,43,15,"rigid"
"954",47,0.0457043796167344,0.0542633103256495,15.7729608782629,43,20,"rigid"
"955",48,0.0507310159854322,0.0571471434442478,11.2273808840071,43,25,"rigid"
"956",49,0.0622818548615437,0.0787327978160717,20.8946505279276,43,30,"rigid"
"957",50,0.0712469280253538,0.0884731083015246,19.4705268152921,43,35,"rigid"
"958",51,0.076182472865385,0.0980232558119811,22.2812257822663,43,40,"rigid"
"959",52,0.0864153638046926,0.118868663385096,27.3018124846455,43,45,"rigid"
"960",53,0.0911993266977184,0.130896199389349,30.3269864799913,43,50,"rigid"
"961",45,0.00986862924308157,0.0089113749009898,-10.7419377226004,44,5,"rigid"
"962",46,0.0239229547664926,0.0254905209932588,6.1496045027121,44,10,"rigid"
"963",47,0.0364668143625654,0.0416646871804163,12.475487444183,44,15,"rigid"
"964",48,0.0420500737975121,0.0447676090470898,6.07031580962734,44,20,"rigid"
"965",49,0.0544690364106578,0.06745817097358,19.2550944910876,44,25,"rigid"
"966",50,0.064089497182581,0.0774290776973991,17.2281278707084,44,30,"rigid"
"967",51,0.0695598776981365,0.0872449226974665,20.27057214625,44,35,"rigid"
"968",52,0.0803976744340999,0.110804165285241,27.4416496644025,44,40,"rigid"
"969",53,0.0852031756673456,0.124268581311223,31.4362691129792,44,45,"rigid"
"970",54,0.0898156302075475,0.134992909495623,33.466409055759,44,50,"rigid"
"971",46,0.0143053775226342,0.0129266362147123,-10.6658939342065,45,5,"rigid"
"972",47,0.0284412764167199,0.028661487430933,0.76831676912715,45,10,"rigid"
"973",48,0.0357811441147997,0.0317648442975354,-12.6438517363549,45,15,"rigid"
"974",49,0.049860146135014,0.0547850337646974,8.98947630631373,45,20,"rigid"
"975",50,0.0612486915156309,0.0647527817377946,5.41148986672571,45,25,"rigid"
"976",51,0.0685943411478481,0.0750208155030974,8.56625499490069,45,30,"rigid"
"977",52,0.0813185787708692,0.100012738139557,18.6917783838717,45,35,"rigid"
"978",53,0.0887140394525621,0.117108730450461,24.2464339666891,45,40,"rigid"
"979",54,0.0936509787008971,0.128581164908725,27.1658654147547,45,45,"rigid"
"980",55,0.0956954435231209,0.131239508522645,27.0833572905302,45,50,"rigid"
"981",47,0.0120580346674502,0.0107754599687878,-11.9027373529996,46,5,"rigid"
"982",48,0.0195069975175734,0.013551991868094,-43.9419216558091,46,10,"rigid"
"983",49,0.0356142783890413,0.0381438538262408,6.63167242807338,46,15,"rigid"
"984",50,0.0469454507499889,0.0481484230805345,2.49846672762976,46,20,"rigid"
"985",51,0.0553079202097367,0.0590442455298167,6.32800925230416,46,25,"rigid"
"986",52,0.0702941990813015,0.0870024682476641,19.2043622472874,46,30,"rigid"
"987",53,0.0796260567856182,0.107769780542484,26.114671121346,46,35,"rigid"
"988",54,0.085840793191881,0.121989320026863,29.6325340833295,46,40,"rigid"
"989",55,0.0896215426933814,0.125149697382084,28.3885262464796,46,45,"rigid"
"990",56,0.0903287157608784,0.130342491049875,30.6989493347074,46,50,"rigid"
"991",48,0.00686046796708247,0.00164145187565295,-317.951209465307,47,5,"rigid"
"992",49,0.0170409502907625,0.0227467526055603,25.0840302953972,47,10,"rigid"
"993",50,0.0261171443533359,0.031856149430133,18.0153759304273,47,15,"rigid"
"994",51,0.0332842306107268,0.0444696106829829,25.1528625964256,47,20,"rigid"
"995",52,0.0510694280514823,0.075402930898077,32.2712957663231,47,25,"rigid"
"996",53,0.0624367645149829,0.0996567382290063,37.3481757234455,47,30,"rigid"
"997",54,0.0703095920519099,0.116002842737947,39.3897680501325,47,35,"rigid"
"998",55,0.0728524081952515,0.119741291353946,39.158491301129,47,40,"rigid"
"999",56,0.0752185281023302,0.125810771235365,40.2129663750234,47,45,"rigid"
"1000",57,0.0777724244693503,0.129971811599344,40.1620832145553,47,50,"rigid"
"1001",49,0.0200194621248566,0.0210969669803828,5.1073922451889,48,5,"rigid"
"1002",50,0.0313539556273035,0.0285143463247448,-9.95852849025131,48,10,"rigid"
"1003",51,0.0438244669253436,0.0411269038277609,-6.55912029964616,48,15,"rigid"
"1004",52,0.0629621706800875,0.072199441552546,12.794102937397,48,20,"rigid"
"1005",53,0.0739631642845911,0.0964306888752462,23.2991435120013,48,25,"rigid"
"1006",54,0.0810639914838,0.113189952143064,28.3823431771216,48,30,"rigid"
"1007",55,0.0852785847589233,0.117439374515693,27.3850145144226,48,35,"rigid"
"1008",56,0.0876010133560893,0.12350901439703,29.0731824039267,48,40,"rigid"
"1009",57,0.0900802298171544,0.128209141014854,29.7396198866054,48,45,"rigid"
"1010",58,0.0937433765702922,0.134290629720801,30.1936577665985,48,50,"rigid"
"1011",50,0.0123526172243065,0.00739529684584964,-67.0334197773135,49,5,"rigid"
"1012",51,0.0179378713050933,0.0159063119121364,-12.7720329148511,49,10,"rigid"
"1013",52,0.0377677293979138,0.0488207934449742,22.6400745811686,49,15,"rigid"
"1014",53,0.0532712593008977,0.0784675747649156,32.1104807170409,49,20,"rigid"
"1015",54,0.0645377051009897,0.0986610593500571,34.5864462371067,49,25,"rigid"
"1016",55,0.0675813943020149,0.102907484222957,34.3280084900392,49,30,"rigid"
"1017",56,0.0741389921360735,0.11349816053713,34.6782434312496,49,35,"rigid"
"1018",57,0.0800480567005061,0.121101795909115,33.9001902493823,49,40,"rigid"
"1019",58,0.0859114020352375,0.129025593248048,33.4152241640345,49,45,"rigid"
"1020",59,0.0928791732927516,0.137940282423913,32.6671138693782,49,50,"rigid"
"1021",6,0.00161742579418524,0.00189104868274005,14.4693730548676,5,5,"rigid"
"1022",7,0.00304063473142773,0.00488106109723151,37.7054564395363,5,10,"rigid"
"1023",8,0.00542190252871211,0.00788163848732222,31.2084341671677,5,15,"rigid"
"1024",9,0.0081185787297308,0.0107851489648751,24.7244636474537,5,20,"rigid"
"1025",10,0.00977779737718091,0.0125298433153215,21.9639293874917,5,25,"rigid"
"1026",11,0.0115194440779747,0.013713425784152,15.9987864499385,5,30,"rigid"
"1027",12,0.0121643650874183,0.0146577025820678,17.0104249331669,5,35,"rigid"
"1028",13,0.0128871215069452,0.0156639263044706,17.7273867582796,5,40,"rigid"
